filename,original_index
Image_13_LK_CIR_MER_RAB_FOT_162_216.png,993
Image_13_LK_CIR_MER_RAB_FOT_266_176.png,1032
Image_13_LK_CIR_MER_RAB_FOT_332_181.png,1045
Image_13_LK_CIR_MER_RAB_FOT_332_191.png,1046
Image_13_LK_CIR_MER_RAB_FOT_368_176.png,1053
Image_13_LK_CIR_MER_RAB_FOT_442_216.png,1075
Image_13_LK_CIR_MER_RAB_FOT_515_576.png,1093
Image_13_LK_CIR_MER_RAB_FOT_749_156.png,1166
Image_13_LK_CIR_MER_RAB_FOT_749_166.png,1167
Image_23_LK_CIR_MER_RAB_FOT_391_196.png,1334
Image_23_LK_CIR_MER_RAB_FOT_42_176.png,1356
Image_23_LK_CIR_MER_RAB_FOT_628_181.png,1417
Image_0_drivingAlone_RVL_RAB_FOT_936_1121.png,4338
Image_0_LK_CIR_MER_RAB_FOT_599_91.png,377
