image,scen_type,concrete,timestep,cm,selected,dmttcp,err
Image_51_LK_CIR_MER_RAB_FOT_30_661.png,LK_CIR_MER_RAB_FOT,30,661,51,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_30_721.png,LK_CIR_MER_RAB_FOT,30,721,51,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_31_291.png,LK_CIR_MER_RAB_FOT,31,291,0,0,3.7048447019725166,
Image_0_LK_CIR_MER_RAB_FOT_31_391.png,LK_CIR_MER_RAB_FOT,31,391,0,0,3.4756569506396238,
Image_0_LK_CIR_MER_RAB_FOT_32_286.png,LK_CIR_MER_RAB_FOT,32,286,0,0,1.0892756345025747,
Image_0_LK_CIR_MER_RAB_FOT_32_786.png,LK_CIR_MER_RAB_FOT,32,786,0,0,0.6346987183397546,
Image_0_LK_CIR_MER_RAB_FOT_33_91.png,LK_CIR_MER_RAB_FOT,33,91,0,0,4.812926596670982,
Image_11_LK_CIR_MER_RAB_FOT_34_1011.png,LK_CIR_MER_RAB_FOT,34,1011,11,0,0.6579126504472932,
Image_11_LK_CIR_MER_RAB_FOT_34_1016.png,LK_CIR_MER_RAB_FOT,34,1016,11,0,0.6403562244844702,
Image_11_LK_CIR_MER_RAB_FOT_34_1046.png,LK_CIR_MER_RAB_FOT,34,1046,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_34_1061.png,LK_CIR_MER_RAB_FOT,34,1061,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_34_1081.png,LK_CIR_MER_RAB_FOT,34,1081,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_34_1086.png,LK_CIR_MER_RAB_FOT,34,1086,11,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_35_391.png,LK_CIR_MER_RAB_FOT,35,391,0,0,4.507182107063498,
Image_0_LK_CIR_MER_RAB_FOT_35_91.png,LK_CIR_MER_RAB_FOT,35,91,0,0,5.05909317997826,
Image_13_LK_CIR_MER_RAB_FOT_36_201.png,LK_CIR_MER_RAB_FOT,36,201,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_36_216.png,LK_CIR_MER_RAB_FOT,36,216,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_36_221.png,LK_CIR_MER_RAB_FOT,36,221,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_36_231.png,LK_CIR_MER_RAB_FOT,36,231,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_36_271.png,LK_CIR_MER_RAB_FOT,36,271,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_36_281.png,LK_CIR_MER_RAB_FOT,36,281,13,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_38_646.png,LK_CIR_MER_RAB_FOT,38,646,51,0,0.9350508826454328,
Image_51_LK_CIR_MER_RAB_FOT_38_651.png,LK_CIR_MER_RAB_FOT,38,651,51,0,0.9339154122298146,
Image_51_LK_CIR_MER_RAB_FOT_38_656.png,LK_CIR_MER_RAB_FOT,38,656,51,0,0.9328257793769745,
Image_51_LK_CIR_MER_RAB_FOT_38_671.png,LK_CIR_MER_RAB_FOT,38,671,51,0,0.9298510752585931,
Image_51_LK_CIR_MER_RAB_FOT_38_721.png,LK_CIR_MER_RAB_FOT,38,721,51,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_38_756.png,LK_CIR_MER_RAB_FOT,38,756,51,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_38_781.png,LK_CIR_MER_RAB_FOT,38,781,51,0,nan,
Image_51_LK_CIR_MER_RAB_FOT_38_786.png,LK_CIR_MER_RAB_FOT,38,786,51,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_41_91.png,LK_CIR_MER_RAB_FOT,41,91,0,0,3.922723032709255,
Image_23_LK_CIR_MER_RAB_FOT_42_146.png,LK_CIR_MER_RAB_FOT,42,146,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_42_176.png,LK_CIR_MER_RAB_FOT,42,176,23,1,nan,
Image_23_LK_CIR_MER_RAB_FOT_42_206.png,LK_CIR_MER_RAB_FOT,42,206,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_42_231.png,LK_CIR_MER_RAB_FOT,42,231,23,1,nan,
Image_23_LK_CIR_MER_RAB_FOT_42_241.png,LK_CIR_MER_RAB_FOT,42,241,23,1,nan,
Image_23_LK_CIR_MER_RAB_FOT_42_266.png,LK_CIR_MER_RAB_FOT,42,266,23,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_43_491.png,LK_CIR_MER_RAB_FOT,43,491,0,0,2.7559200818712597,
Image_0_LK_CIR_MER_RAB_FOT_43_91.png,LK_CIR_MER_RAB_FOT,43,91,0,0,2.9359714713385383,
Image_53_LK_CIR_MER_RAB_FOT_45_156.png,LK_CIR_MER_RAB_FOT,45,156,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_161.png,LK_CIR_MER_RAB_FOT,45,161,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_171.png,LK_CIR_MER_RAB_FOT,45,171,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_176.png,LK_CIR_MER_RAB_FOT,45,176,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_236.png,LK_CIR_MER_RAB_FOT,45,236,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_241.png,LK_CIR_MER_RAB_FOT,45,241,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_246.png,LK_CIR_MER_RAB_FOT,45,246,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_251.png,LK_CIR_MER_RAB_FOT,45,251,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_261.png,LK_CIR_MER_RAB_FOT,45,261,53,0,nan,
Image_53_LK_CIR_MER_RAB_FOT_45_281.png,LK_CIR_MER_RAB_FOT,45,281,53,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_47_1111.png,LK_CIR_MER_RAB_FOT,47,1111,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_47_911.png,LK_CIR_MER_RAB_FOT,47,911,0,0,1.245662963855153,
Image_0_LK_CIR_MER_RAB_FOT_48_291.png,LK_CIR_MER_RAB_FOT,48,291,0,0,0.19198873423967555,
Image_0_LK_CIR_MER_RAB_FOT_48_491.png,LK_CIR_MER_RAB_FOT,48,491,0,0,24.18339509845743,
Image_0_LK_CIR_MER_RAB_FOT_48_691.png,LK_CIR_MER_RAB_FOT,48,691,0,0,0.006359050725808668,
Image_0_LK_CIR_MER_RAB_FOT_48_91.png,LK_CIR_MER_RAB_FOT,48,91,0,0,0.6136783506272829,
Image_0_LK_CIR_MER_RAB_FOT_49_391.png,LK_CIR_MER_RAB_FOT,49,391,0,0,3.9720050449613487,
Image_0_LK_CIR_MER_RAB_FOT_50_291.png,LK_CIR_MER_RAB_FOT,50,291,0,0,4.444328646989264,
Image_0_LK_CIR_MER_RAB_FOT_51_491.png,LK_CIR_MER_RAB_FOT,51,491,0,0,11.590142128767482,
Image_0_LK_CIR_MER_RAB_FOT_52_1691.png,LK_CIR_MER_RAB_FOT,52,1691,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_52_191.png,LK_CIR_MER_RAB_FOT,52,191,0,0,2.5045354945754172,
Image_33_LK_CIR_MER_RAB_FOT_55_121.png,LK_CIR_MER_RAB_FOT,55,121,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_131.png,LK_CIR_MER_RAB_FOT,55,131,33,1,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_136.png,LK_CIR_MER_RAB_FOT,55,136,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_151.png,LK_CIR_MER_RAB_FOT,55,151,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_156.png,LK_CIR_MER_RAB_FOT,55,156,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_166.png,LK_CIR_MER_RAB_FOT,55,166,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_176.png,LK_CIR_MER_RAB_FOT,55,176,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_186.png,LK_CIR_MER_RAB_FOT,55,186,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_201.png,LK_CIR_MER_RAB_FOT,55,201,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_211.png,LK_CIR_MER_RAB_FOT,55,211,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_55_216.png,LK_CIR_MER_RAB_FOT,55,216,33,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_56_726.png,LK_CIR_MER_RAB_FOT,56,726,0,0,1.6595809416889866,
Image_0_LK_CIR_MER_RAB_FOT_58_391.png,LK_CIR_MER_RAB_FOT,58,391,0,0,3.0433419040023706,
Image_0_LK_CIR_MER_RAB_FOT_58_491.png,LK_CIR_MER_RAB_FOT,58,491,0,0,3.3158059882013338,
Image_0_LK_CIR_MER_RAB_FOT_59_591.png,LK_CIR_MER_RAB_FOT,59,591,0,0,2.413897168173724,
Image_33_LK_CIR_MER_RAB_FOT_60_301.png,LK_CIR_MER_RAB_FOT,60,301,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_321.png,LK_CIR_MER_RAB_FOT,60,321,33,1,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_326.png,LK_CIR_MER_RAB_FOT,60,326,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_331.png,LK_CIR_MER_RAB_FOT,60,331,33,1,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_341.png,LK_CIR_MER_RAB_FOT,60,341,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_346.png,LK_CIR_MER_RAB_FOT,60,346,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_351.png,LK_CIR_MER_RAB_FOT,60,351,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_361.png,LK_CIR_MER_RAB_FOT,60,361,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_401.png,LK_CIR_MER_RAB_FOT,60,401,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_411.png,LK_CIR_MER_RAB_FOT,60,411,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_60_421.png,LK_CIR_MER_RAB_FOT,60,421,33,0,nan,
Image_43_LK_CIR_MER_RAB_FOT_61_191.png,LK_CIR_MER_RAB_FOT,61,191,43,0,nan,
Image_43_LK_CIR_MER_RAB_FOT_61_206.png,LK_CIR_MER_RAB_FOT,61,206,43,0,nan,
Image_43_LK_CIR_MER_RAB_FOT_61_221.png,LK_CIR_MER_RAB_FOT,61,221,43,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_62_491.png,LK_CIR_MER_RAB_FOT,62,491,0,0,1.4485331933264491,
Image_0_LK_CIR_MER_RAB_FOT_62_591.png,LK_CIR_MER_RAB_FOT,62,591,0,0,1.5574340089110614,
Image_0_LK_CIR_MER_RAB_FOT_62_691.png,LK_CIR_MER_RAB_FOT,62,691,0,0,1.6434425005938145,
Image_23_LK_CIR_MER_RAB_FOT_64_256.png,LK_CIR_MER_RAB_FOT,64,256,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_64_266.png,LK_CIR_MER_RAB_FOT,64,266,23,0,nan,
Image_23_LK_CIR_MER_RAB_FOT_64_276.png,LK_CIR_MER_RAB_FOT,64,276,23,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_65_766.png,LK_CIR_MER_RAB_FOT,65,766,11,0,0.4640470498300069,
Image_11_LK_CIR_MER_RAB_FOT_65_796.png,LK_CIR_MER_RAB_FOT,65,796,11,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_66_391.png,LK_CIR_MER_RAB_FOT,66,391,0,0,2.44199382872716,
Image_0_LK_CIR_MER_RAB_FOT_66_591.png,LK_CIR_MER_RAB_FOT,66,591,0,0,3.4634265636040693,
Image_0_LK_CIR_MER_RAB_FOT_68_291.png,LK_CIR_MER_RAB_FOT,68,291,0,0,24.56697309377706,
Image_0_LK_CIR_MER_RAB_FOT_68_391.png,LK_CIR_MER_RAB_FOT,68,391,0,0,2.5850565889666823,
Image_0_LK_CIR_MER_RAB_FOT_68_691.png,LK_CIR_MER_RAB_FOT,68,691,0,0,1.1126181645426036,
Image_0_LK_CIR_MER_RAB_FOT_68_891.png,LK_CIR_MER_RAB_FOT,68,891,0,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_69_281.png,LK_CIR_MER_RAB_FOT,69,281,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_69_291.png,LK_CIR_MER_RAB_FOT,69,291,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_70_316.png,LK_CIR_MER_RAB_FOT,70,316,0,0,2.331754930609723,
Image_0_LK_CIR_MER_RAB_FOT_71_1436.png,LK_CIR_MER_RAB_FOT,71,1436,0,0,0.013224485586077472,
Image_0_LK_CIR_MER_RAB_FOT_71_536.png,LK_CIR_MER_RAB_FOT,71,536,0,0,0.3867699550489956,
Image_0_LK_CIR_MER_RAB_FOT_71_836.png,LK_CIR_MER_RAB_FOT,71,836,0,0,16.897649712289613,
Image_33_LK_CIR_MER_RAB_FOT_72_321.png,LK_CIR_MER_RAB_FOT,72,321,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_72_366.png,LK_CIR_MER_RAB_FOT,72,366,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_72_381.png,LK_CIR_MER_RAB_FOT,72,381,33,0,nan,
Image_33_LK_CIR_MER_RAB_FOT_72_436.png,LK_CIR_MER_RAB_FOT,72,436,33,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_73_101.png,LK_CIR_MER_RAB_FOT,73,101,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_73_166.png,LK_CIR_MER_RAB_FOT,73,166,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_73_91.png,LK_CIR_MER_RAB_FOT,73,91,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_75_391.png,LK_CIR_MER_RAB_FOT,75,391,0,0,0.9197370752310745,
Image_0_LK_CIR_MER_RAB_FOT_75_491.png,LK_CIR_MER_RAB_FOT,75,491,0,0,22.878845246946526,
Image_0_LK_CIR_MER_RAB_FOT_77_291.png,LK_CIR_MER_RAB_FOT,77,291,0,0,3.910060140056006,
Image_0_LK_CIR_MER_RAB_FOT_78_391.png,LK_CIR_MER_RAB_FOT,78,391,0,0,3.2607705567280227,
Image_13_LK_CIR_MER_RAB_FOT_79_111.png,LK_CIR_MER_RAB_FOT,79,111,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_79_126.png,LK_CIR_MER_RAB_FOT,79,126,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_79_156.png,LK_CIR_MER_RAB_FOT,79,156,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_79_236.png,LK_CIR_MER_RAB_FOT,79,236,13,0,nan,
Image_13_LK_CIR_MER_RAB_FOT_79_241.png,LK_CIR_MER_RAB_FOT,79,241,13,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_80_1121.png,LK_CIR_MER_RAB_FOT,80,1121,0,0,1.459940672794796,
Image_0_LK_CIR_MER_RAB_FOT_80_1521.png,LK_CIR_MER_RAB_FOT,80,1521,0,0,0.6687993673475829,
Image_0_LK_CIR_MER_RAB_FOT_80_421.png,LK_CIR_MER_RAB_FOT,80,421,0,0,0.0002298622719134613,
Image_0_LK_CIR_MER_RAB_FOT_80_621.png,LK_CIR_MER_RAB_FOT,80,621,0,0,0.0007445296324117834,
Image_0_LK_CIR_MER_RAB_FOT_80_721.png,LK_CIR_MER_RAB_FOT,80,721,0,0,0.002493154017233934,
Image_0_LK_CIR_MER_RAB_FOT_80_821.png,LK_CIR_MER_RAB_FOT,80,821,0,0,0.008426083775576743,
Image_11_LK_CIR_MER_RAB_FOT_81_1006.png,LK_CIR_MER_RAB_FOT,81,1006,11,0,0.9251081725477575,
Image_11_LK_CIR_MER_RAB_FOT_81_1021.png,LK_CIR_MER_RAB_FOT,81,1021,11,0,0.7972140862519265,
Image_11_LK_CIR_MER_RAB_FOT_81_1061.png,LK_CIR_MER_RAB_FOT,81,1061,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_81_1066.png,LK_CIR_MER_RAB_FOT,81,1066,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_81_1071.png,LK_CIR_MER_RAB_FOT,81,1071,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_81_1096.png,LK_CIR_MER_RAB_FOT,81,1096,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_81_1101.png,LK_CIR_MER_RAB_FOT,81,1101,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_81_1106.png,LK_CIR_MER_RAB_FOT,81,1106,11,0,nan,
Image_11_LK_CIR_MER_RAB_FOT_81_961.png,LK_CIR_MER_RAB_FOT,81,961,11,1,1.9904095561677373,
Image_0_LK_CIR_MER_RAB_FOT_86_1021.png,LK_CIR_MER_RAB_FOT,86,1021,0,0,nan,
Image_0_LK_CIR_MER_RAB_FOT_86_221.png,LK_CIR_MER_RAB_FOT,86,221,0,0,1.0683388568041785,
Image_0_LK_CIR_MER_RAB_FOT_86_821.png,LK_CIR_MER_RAB_FOT,86,821,0,0,0.7334891358608779,
Image_0_LK_CIR_MER_RAB_FOT_87_1471.png,LK_CIR_MER_RAB_FOT,87,1471,0,0,0.4254053320853607,
Image_0_LK_CIR_MER_RAB_FOT_87_471.png,LK_CIR_MER_RAB_FOT,87,471,0,0,0.015577546594379044,
Image_0_LK_CIR_MER_RAB_FOT_88_291.png,LK_CIR_MER_RAB_FOT,88,291,0,0,1.7121778954293345,
Image_0_LK_CIR_MER_RAB_FOT_88_691.png,LK_CIR_MER_RAB_FOT,88,691,0,0,2.772890877376591,
Image_0_LK_CIR_MER_RAB_FOT_89_391.png,LK_CIR_MER_RAB_FOT,89,391,0,1,3.0888543353210682,
Image_0_LK_CIR_MER_RAB_FOT_89_491.png,LK_CIR_MER_RAB_FOT,89,491,0,1,0.6791882626643568,
Image_0_LK_CIR_MER_RAB_FOT_90_291.png,LK_CIR_MER_RAB_FOT,90,291,0,0,2.8320804533120834,
Image_12_LK_CIR_MER_RAB_FOT_91_716.png,LK_CIR_MER_RAB_FOT,91,716,12,0,0.5533688315966134,
Image_12_LK_CIR_MER_RAB_FOT_91_721.png,LK_CIR_MER_RAB_FOT,91,721,12,0,0.5397773715725115,
Image_12_LK_CIR_MER_RAB_FOT_91_841.png,LK_CIR_MER_RAB_FOT,91,841,12,0,nan,
