filename,original_index
Image_43_LK_CIR_MER_RAB_FOT_752_416.png,1844
Image_43_LK_CIR_MER_RAB_FOT_857_416.png,1861
Image_43_LK_CIR_MER_RAB_FOT_875_406.png,1864
Image_43_LK_CIR_MER_RAB_FOT_924_416.png,1878
Image_51_LK_CIR_MER_RAB_FOT_30_661.png,1909
Image_51_LK_CIR_MER_RAB_FOT_95_506.png,1924
Image_53_LK_CIR_MER_RAB_FOT_146_341.png,1941
Image_53_LK_CIR_MER_RAB_FOT_168_236.png,1952
Image_53_LK_CIR_MER_RAB_FOT_189_171.png,1967
Image_53_LK_CIR_MER_RAB_FOT_189_261.png,1973
Image_53_LK_CIR_MER_RAB_FOT_349_296.png,2022
Image_53_LK_CIR_MER_RAB_FOT_409_341.png,2031
Image_53_LK_CIR_MER_RAB_FOT_439_166.png,2042
Image_53_LK_CIR_MER_RAB_FOT_490_291.png,2091
Image_53_LK_CIR_MER_RAB_FOT_665_131.png,2123
Image_53_LK_CIR_MER_RAB_FOT_925_331.png,2210
Image_0_drivingAlone_RVL_RAB_FOT_100_626.png,2233
Image_0_drivingAlone_RVL_RAB_FOT_103_806.png,2242
Image_0_drivingAlone_RVL_RAB_FOT_118_1216.png,2269
Image_0_drivingAlone_RVL_RAB_FOT_125_871.png,2285
Image_0_drivingAlone_RVL_RAB_FOT_132_311.png,2303
Image_0_drivingAlone_RVL_RAB_FOT_13_1216.png,2323
Image_0_drivingAlone_RVL_RAB_FOT_206_331.png,2468
Image_0_drivingAlone_RVL_RAB_FOT_215_341.png,2493
Image_0_drivingAlone_RVL_RAB_FOT_220_1056.png,2505
Image_0_drivingAlone_RVL_RAB_FOT_234_981.png,2543
Image_0_drivingAlone_RVL_RAB_FOT_239_926.png,2550
Image_0_drivingAlone_RVL_RAB_FOT_253_266.png,2579
Image_0_drivingAlone_RVL_RAB_FOT_254_796.png,2583
Image_0_drivingAlone_RVL_RAB_FOT_261_526.png,2605
Image_0_drivingAlone_RVL_RAB_FOT_272_1336.png,2630
Image_0_drivingAlone_RVL_RAB_FOT_272_736.png,2631
Image_0_drivingAlone_RVL_RAB_FOT_273_531.png,2633
Image_0_drivingAlone_RVL_RAB_FOT_277_1426.png,2640
Image_0_drivingAlone_RVL_RAB_FOT_281_906.png,2651
Image_0_drivingAlone_RVL_RAB_FOT_283_996.png,2655
Image_0_drivingAlone_RVL_RAB_FOT_297_306.png,2677
Image_0_drivingAlone_RVL_RAB_FOT_299_811.png,2683
Image_0_drivingAlone_RVL_RAB_FOT_314_726.png,2722
Image_0_drivingAlone_RVL_RAB_FOT_317_1401.png,2726
Image_0_drivingAlone_RVL_RAB_FOT_31_1401.png,2732
Image_0_drivingAlone_RVL_RAB_FOT_375_991.png,2881
Image_0_drivingAlone_RVL_RAB_FOT_412_256.png,2974
Image_0_drivingAlone_RVL_RAB_FOT_418_746.png,2992
Image_0_drivingAlone_RVL_RAB_FOT_423_841.png,3012
Image_0_drivingAlone_RVL_RAB_FOT_434_221.png,3049
Image_0_drivingAlone_RVL_RAB_FOT_447_971.png,3089
Image_0_drivingAlone_RVL_RAB_FOT_454_1261.png,3113
Image_0_drivingAlone_RVL_RAB_FOT_475_526.png,3169
Image_0_drivingAlone_RVL_RAB_FOT_476_861.png,3174
Image_0_drivingAlone_RVL_RAB_FOT_478_1436.png,3178
Image_0_drivingAlone_RVL_RAB_FOT_503_701.png,3250
Image_0_drivingAlone_RVL_RAB_FOT_513_351.png,3270
Image_0_drivingAlone_RVL_RAB_FOT_514_986.png,3275
Image_0_drivingAlone_RVL_RAB_FOT_518_516.png,3285
Image_0_drivingAlone_RVL_RAB_FOT_526_991.png,3299
Image_0_drivingAlone_RVL_RAB_FOT_571_1141.png,3425
Image_0_drivingAlone_RVL_RAB_FOT_576_1011.png,3434
Image_0_drivingAlone_RVL_RAB_FOT_579_611.png,3442
Image_0_drivingAlone_RVL_RAB_FOT_596_1166.png,3487
Image_0_drivingAlone_RVL_RAB_FOT_615_726.png,3543
Image_0_drivingAlone_RVL_RAB_FOT_615_826.png,3544
Image_0_drivingAlone_RVL_RAB_FOT_622_1306.png,3558
Image_0_drivingAlone_RVL_RAB_FOT_626_296.png,3570
Image_0_drivingAlone_RVL_RAB_FOT_626_696.png,3572
Image_0_drivingAlone_RVL_RAB_FOT_643_821.png,3633
Image_0_drivingAlone_RVL_RAB_FOT_650_1161.png,3648
Image_0_drivingAlone_RVL_RAB_FOT_654_716.png,3656
Image_0_drivingAlone_RVL_RAB_FOT_667_511.png,3682
Image_0_drivingAlone_RVL_RAB_FOT_669_381.png,3686
Image_0_drivingAlone_RVL_RAB_FOT_681_501.png,3713
Image_0_drivingAlone_RVL_RAB_FOT_693_1101.png,3741
Image_0_drivingAlone_RVL_RAB_FOT_699_1476.png,3765
Image_0_drivingAlone_RVL_RAB_FOT_715_621.png,3802
Image_0_drivingAlone_RVL_RAB_FOT_748_1251.png,3879
Image_0_drivingAlone_RVL_RAB_FOT_753_1171.png,3895
Image_0_drivingAlone_RVL_RAB_FOT_770_306.png,3934
Image_0_drivingAlone_RVL_RAB_FOT_77_191.png,3956
Image_0_drivingAlone_RVL_RAB_FOT_78_861.png,3977
Image_0_drivingAlone_RVL_RAB_FOT_79_846.png,4004
Image_0_drivingAlone_RVL_RAB_FOT_805_1301.png,4020
Image_0_drivingAlone_RVL_RAB_FOT_817_886.png,4049
Image_0_drivingAlone_RVL_RAB_FOT_830_921.png,4087
Image_0_drivingAlone_RVL_RAB_FOT_841_916.png,4113
Image_0_drivingAlone_RVL_RAB_FOT_843_861.png,4120
Image_0_drivingAlone_RVL_RAB_FOT_846_641.png,4127
Image_0_drivingAlone_RVL_RAB_FOT_862_831.png,4163
Image_0_drivingAlone_RVL_RAB_FOT_907_1126.png,4270
Image_0_drivingAlone_RVL_RAB_FOT_914_1346.png,4287
Image_0_drivingAlone_RVL_RAB_FOT_914_346.png,4289
Image_0_drivingAlone_RVL_RAB_FOT_916_681.png,4291
Image_0_drivingAlone_RVL_RAB_FOT_931_1341.png,4320
Image_0_drivingAlone_RVL_RAB_FOT_932_641.png,4324
Image_0_drivingAlone_RVL_RAB_FOT_961_821.png,4394
Image_0_drivingAlone_RVL_RAB_FOT_968_1161.png,4410
Image_0_drivingAlone_RVL_RAB_FOT_971_441.png,4419
Image_0_drivingAlone_RVL_RAB_FOT_989_286.png,4462
